Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
10.8,5.268776,19.0,6.0,10.8,7.785714,4.434903,25.0,3.0,7.785714285714286,13.885417938232422,218,0.24621868133544922,7.785714,0
